EID_100001, Marchand, Dylan, (024) 777 739 815, dylan.marchand@heig-vd.ch, MALE, TIN, Assistant
EID_100246, Jones, Faustine, (024) 777 708 780, faustine.jones@heig-vd.ch, FEMALE, EC, Administratif
EID_100247, Delon, Dylan, (024) 777 561 531, dylan.delon@heig-vd.ch, MALE, TIC, Assistant
EID_100248, Durant, Emil, (024) 777 531 423, emil.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_100249, Durant, Fabienne, (024) 777 610 705, fabienne.durant@heig-vd.ch, FEMALE, EC, Administratif
EID_100250, Dupont, Evelyne, (024) 777 648 708, evelyne.dupont@heig-vd.ch, FEMALE, HEG, Administratif
EID_100251, Jones, Amélie, (024) 777 604 711, amélie.jones@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100252, Simpson, Didier, (024) 777 577 312, didier.simpson@heig-vd.ch, MALE, TIC, Administratif
EID_100253, Durant, Christine, (024) 777 862 703, christine.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_100254, Dupond, Bernadette, (024) 777 372 811, bernadette.dupond@heig-vd.ch, FEMALE, TIN, Administratif
EID_100255, Belmondo, Emil, (024) 777 780 798, emil.belmondo@heig-vd.ch, MALE, EC, Professeur
EID_100256, Simpson, Henri, (024) 777 509 679, henri.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_100257, Marchand, Emilie, (024) 777 276 512, emilie.marchand@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100258, Marchand, Danièle, (024) 777 518 253, danièle.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100259, Dupond, Emma, (024) 777 417 262, emma.dupond@heig-vd.ch, FEMALE, TIC, Professeur
EID_100260, De Decker, Emma, (024) 777 529 160, emma.de decker@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100261, Simpson, Cédric, (024) 777 260 121, cédric.simpson@heig-vd.ch, MALE, COMEM, Etudiant
EID_100262, Marchand, Henriette, (024) 777 269 663, henriette.marchand@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100263, Dupond, Fabien, (024) 777 513 278, fabien.dupond@heig-vd.ch, MALE, DEPG, Administratif
EID_100264, De Villiers, Fabienne, (024) 777 797 277, fabienne.de villiers@heig-vd.ch, FEMALE, TIC, Administratif
EID_100265, Bauer, Fabrice, (024) 777 734 784, fabrice.bauer@heig-vd.ch, MALE, TIC, Professeur
EID_100266, Dupont, Luc, (024) 777 517 688, luc.dupont@heig-vd.ch, MALE, DEPG, Administratif
EID_100267, Clément, Julien, (024) 777 759 793, julien.clément@heig-vd.ch, MALE, TIN, Professeur
EID_100268, Simpson, Carole, (024) 777 520 820, carole.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_100269, Marchand, Henriette, (024) 777 347 123, henriette.marchand@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100270, Jones, Georgette, (024) 777 507 552, georgette.jones@heig-vd.ch, FEMALE, TIN, Assistant
EID_100271, De Villiers, Jimmy, (024) 777 798 613, jimmy.de villiers@heig-vd.ch, MALE, HEG, Etudiant
EID_100272, De Villiers, Brigitte, (024) 777 123 485, brigitte.de villiers@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100273, Bauer, Gilles, (024) 777 498 730, gilles.bauer@heig-vd.ch, MALE, EC, Assistant
EID_100274, Dupond, Edgar, (024) 777 283 713, edgar.dupond@heig-vd.ch, MALE, TIC, Administratif
EID_100275, De Decker, Fabrice, (024) 777 788 556, fabrice.de decker@heig-vd.ch, MALE, EC, Etudiant
EID_100276, Clément, Carine, (024) 777 593 212, carine.clément@heig-vd.ch, FEMALE, EC, Etudiant
EID_100277, Clément, Gontran, (024) 777 492 150, gontran.clément@heig-vd.ch, MALE, HEG, Assistant
EID_100278, Delon, Irène, (024) 777 660 563, irène.delon@heig-vd.ch, FEMALE, TIC, Assistant
EID_100279, Durant, Cédric, (024) 777 516 742, cédric.durant@heig-vd.ch, MALE, EC, Administratif
EID_100280, Dupont, Frédéric, (024) 777 382 492, frédéric.dupont@heig-vd.ch, MALE, TIN, Administratif
EID_100281, Marchand, Bryan, (024) 777 346 771, bryan.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_100282, Smith, Henri, (024) 777 109 311, henri.smith@heig-vd.ch, MALE, COMEM, Administratif
EID_100283, Jones, Emilie, (024) 777 269 832, emilie.jones@heig-vd.ch, FEMALE, TIC, Administratif
EID_100284, De Villiers, Cédric, (024) 777 426 703, cédric.de villiers@heig-vd.ch, MALE, DEPG, Professeur
EID_100285, Marchand, Didier, (024) 777 258 839, didier.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_100286, Simpson, Bernadette, (024) 777 102 181, bernadette.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100287, Durant, Julien, (024) 777 745 605, julien.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_100288, Belmondo, Georgette, (024) 777 448 325, georgette.belmondo@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100289, De Decker, Christine, (024) 777 872 850, christine.de decker@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100290, Smith, Cédric, (024) 777 492 602, cédric.smith@heig-vd.ch, MALE, HEG, Etudiant
EID_100291, Marchand, Emilie, (024) 777 432 786, emilie.marchand@heig-vd.ch, FEMALE, HEG, Assistant
EID_100292, Clément, Henriette, (024) 777 667 588, henriette.clément@heig-vd.ch, FEMALE, EC, Etudiant
EID_100293, Smith, Anne, (024) 777 578 562, anne.smith@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100294, Simpson, Fabienne, (024) 777 188 813, fabienne.simpson@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100295, Durant, Fabrice, (024) 777 119 514, fabrice.durant@heig-vd.ch, MALE, EC, Assistant
EID_100296, Dupond, Faustine, (024) 777 374 466, faustine.dupond@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100297, De Decker, Emilie, (024) 777 692 495, emilie.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_100298, Smith, Bernard, (024) 777 393 801, bernard.smith@heig-vd.ch, MALE, TIC, Professeur
EID_100299, De Villiers, Carole, (024) 777 855 758, carole.de villiers@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100300, Bauer, Marc, (024) 777 551 812, marc.bauer@heig-vd.ch, MALE, EC, Administratif
EID_100301, Durant, Anne, (024) 777 245 319, anne.durant@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100302, Simpson, Anne, (024) 777 471 777, anne.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100303, Belmondo, Emil, (024) 777 499 190, emil.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_100304, Jones, Bryan, (024) 777 601 476, bryan.jones@heig-vd.ch, MALE, TIN, Professeur
EID_100305, Dupont, Julien, (024) 777 282 279, julien.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_100306, Durant, Irène, (024) 777 109 257, irène.durant@heig-vd.ch, FEMALE, HEG, Administratif
EID_100307, Bauer, Luc, (024) 777 596 495, luc.bauer@heig-vd.ch, MALE, EC, Professeur
EID_100308, Dupont, Frédéric, (024) 777 516 539, frédéric.dupont@heig-vd.ch, MALE, TIC, Administratif
EID_100309, Jones, Fabrice, (024) 777 777 729, fabrice.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_100310, Bauer, Dorothé, (024) 777 552 434, dorothé.bauer@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100311, Dupond, Bryan, (024) 777 871 865, bryan.dupond@heig-vd.ch, MALE, COMEM, Administratif
EID_100312, Delon, Lucien, (024) 777 236 765, lucien.delon@heig-vd.ch, MALE, TIN, Assistant
EID_100313, Simpson, Aurore, (024) 777 603 518, aurore.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_100314, Smith, Brigitte, (024) 777 453 147, brigitte.smith@heig-vd.ch, FEMALE, TIC, Etudiant
EID_100315, Durant, Gilles, (024) 777 800 619, gilles.durant@heig-vd.ch, MALE, DEPG, Professeur
EID_100316, Simpson, Julie, (024) 777 399 202, julie.simpson@heig-vd.ch, FEMALE, EC, Assistant
EID_100317, Simpson, Evelyne, (024) 777 156 651, evelyne.simpson@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100318, Bauer, Didier, (024) 777 160 129, didier.bauer@heig-vd.ch, MALE, TIN, Etudiant
EID_100319, Clément, Frédéric, (024) 777 813 440, frédéric.clément@heig-vd.ch, MALE, COMEM, Assistant
EID_100320, Bauer, Fabienne, (024) 777 234 624, fabienne.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_100321, Simpson, Albert, (024) 777 308 466, albert.simpson@heig-vd.ch, MALE, TIN, Administratif
EID_100322, Marchand, Jimmy, (024) 777 534 378, jimmy.marchand@heig-vd.ch, MALE, TIN, Administratif
EID_100323, Durant, Guillaume, (024) 777 598 628, guillaume.durant@heig-vd.ch, MALE, EC, Assistant
EID_100324, Marchand, Guillaume, (024) 777 730 440, guillaume.marchand@heig-vd.ch, MALE, HEG, Etudiant
EID_100325, Durant, Emil, (024) 777 884 807, emil.durant@heig-vd.ch, MALE, HEG, Administratif
EID_100326, Smith, Didier, (024) 777 666 214, didier.smith@heig-vd.ch, MALE, TIC, Etudiant
EID_100327, Bauer, Carole, (024) 777 634 703, carole.bauer@heig-vd.ch, FEMALE, EC, Assistant
EID_100328, Marchand, Gontran, (024) 777 753 231, gontran.marchand@heig-vd.ch, MALE, TIC, Professeur
EID_100329, Smith, Emma, (024) 777 274 639, emma.smith@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100330, Simpson, Dorothé, (024) 777 649 304, dorothé.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100331, De Decker, Gontran, (024) 777 722 526, gontran.de decker@heig-vd.ch, MALE, TIC, Professeur
EID_100332, De Villiers, Lucien, (024) 777 492 761, lucien.de villiers@heig-vd.ch, MALE, TIC, Etudiant
EID_100333, Jones, Irène, (024) 777 451 728, irène.jones@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100334, Durant, Emilie, (024) 777 216 628, emilie.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_100335, De Villiers, Emilie, (024) 777 719 197, emilie.de villiers@heig-vd.ch, FEMALE, TIC, Professeur
EID_100336, Smith, Henriette, (024) 777 500 173, henriette.smith@heig-vd.ch, FEMALE, EC, Administratif
EID_100337, Delon, Charles, (024) 777 465 734, charles.delon@heig-vd.ch, MALE, COMEM, Etudiant
EID_100338, Durant, Bernadette, (024) 777 161 787, bernadette.durant@heig-vd.ch, FEMALE, TIN, Etudiant
EID_100339, Dupont, Carine, (024) 777 652 581, carine.dupont@heig-vd.ch, FEMALE, EC, Etudiant
EID_100340, Simpson, Fabienne, (024) 777 875 346, fabienne.simpson@heig-vd.ch, FEMALE, EC, Professeur
EID_100341, Marchand, Bernadette, (024) 777 468 794, bernadette.marchand@heig-vd.ch, FEMALE, EC, Assistant
EID_100342, Delon, Carole, (024) 777 488 109, carole.delon@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100343, Clément, Edgar, (024) 777 387 140, edgar.clément@heig-vd.ch, MALE, HEG, Professeur
EID_100344, Durant, Jimmy, (024) 777 535 182, jimmy.durant@heig-vd.ch, MALE, COMEM, Professeur
EID_100345, Dupond, Lucien, (024) 777 664 160, lucien.dupond@heig-vd.ch, MALE, COMEM, Etudiant
EID_100346, Delon, Fabrice, (024) 777 483 616, fabrice.delon@heig-vd.ch, MALE, TIN, Etudiant
EID_100347, Delon, Irène, (024) 777 131 305, irène.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_100348, Durant, Gontran, (024) 777 793 407, gontran.durant@heig-vd.ch, MALE, TIC, Assistant
EID_100349, Jones, Gilles, (024) 777 552 489, gilles.jones@heig-vd.ch, MALE, TIN, Administratif
EID_100350, Dupond, Faustine, (024) 777 871 889, faustine.dupond@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100351, Simpson, Bernard, (024) 777 813 590, bernard.simpson@heig-vd.ch, MALE, EC, Administratif
EID_100352, Clément, Lucien, (024) 777 781 629, lucien.clément@heig-vd.ch, MALE, EC, Etudiant
EID_100353, Smith, Fabien, (024) 777 872 469, fabien.smith@heig-vd.ch, MALE, TIN, Etudiant
EID_100354, Belmondo, Henriette, (024) 777 247 420, henriette.belmondo@heig-vd.ch, FEMALE, EC, Etudiant
EID_100355, Smith, Gilles, (024) 777 852 355, gilles.smith@heig-vd.ch, MALE, COMEM, Etudiant
EID_100356, De Decker, Anne, (024) 777 489 539, anne.de decker@heig-vd.ch, FEMALE, TIN, Assistant
EID_100357, Simpson, Fabien, (024) 777 826 244, fabien.simpson@heig-vd.ch, MALE, EC, Etudiant
EID_100358, Durant, Aurore, (024) 777 852 183, aurore.durant@heig-vd.ch, FEMALE, EC, Professeur
EID_100359, De Villiers, Gontran, (024) 777 693 256, gontran.de villiers@heig-vd.ch, MALE, EC, Assistant
EID_100360, Belmondo, Amélie, (024) 777 866 880, amélie.belmondo@heig-vd.ch, FEMALE, TIN, Professeur
EID_100361, De Villiers, Evelyne, (024) 777 528 294, evelyne.de villiers@heig-vd.ch, FEMALE, EC, Etudiant
EID_100362, Belmondo, Albert, (024) 777 366 271, albert.belmondo@heig-vd.ch, MALE, DEPG, Etudiant
EID_100363, Simpson, Faustine, (024) 777 354 853, faustine.simpson@heig-vd.ch, FEMALE, TIN, Administratif
EID_100364, Clément, Evelyne, (024) 777 189 869, evelyne.clément@heig-vd.ch, FEMALE, TIN, Assistant
EID_100365, De Decker, Emil, (024) 777 313 800, emil.de decker@heig-vd.ch, MALE, HEG, Etudiant
EID_100366, Marchand, Emilie, (024) 777 423 297, emilie.marchand@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100367, Dupond, Amélie, (024) 777 819 749, amélie.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100368, Dupond, Lucien, (024) 777 371 855, lucien.dupond@heig-vd.ch, MALE, DEPG, Professeur
EID_100369, Bauer, Dylan, (024) 777 739 862, dylan.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_100370, De Villiers, Bernard, (024) 777 882 542, bernard.de villiers@heig-vd.ch, MALE, HEG, Administratif
EID_100371, Dupont, Fabien, (024) 777 741 214, fabien.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_100372, Simpson, Gontran, (024) 777 145 440, gontran.simpson@heig-vd.ch, MALE, TIN, Professeur
EID_100373, De Villiers, Brigitte, (024) 777 279 632, brigitte.de villiers@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100374, Clément, Georgette, (024) 777 496 668, georgette.clément@heig-vd.ch, FEMALE, HEG, Professeur
EID_100375, Dupont, Fabienne, (024) 777 252 269, fabienne.dupont@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100376, Belmondo, Brigitte, (024) 777 110 285, brigitte.belmondo@heig-vd.ch, FEMALE, TIC, Administratif
EID_100377, Simpson, Bernadette, (024) 777 272 335, bernadette.simpson@heig-vd.ch, FEMALE, HEG, Professeur
EID_100378, Bauer, Amélie, (024) 777 493 582, amélie.bauer@heig-vd.ch, FEMALE, TIN, Professeur
EID_100379, Marchand, Guillaume, (024) 777 647 394, guillaume.marchand@heig-vd.ch, MALE, DEPG, Etudiant
EID_100380, Dupond, Lucien, (024) 777 620 842, lucien.dupond@heig-vd.ch, MALE, EC, Administratif
EID_100381, Bauer, Emilie, (024) 777 228 204, emilie.bauer@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100382, Belmondo, Fabien, (024) 777 720 882, fabien.belmondo@heig-vd.ch, MALE, COMEM, Assistant
EID_100383, Jones, Jimmy, (024) 777 629 330, jimmy.jones@heig-vd.ch, MALE, COMEM, Etudiant
EID_100384, Delon, Guillaume, (024) 777 702 818, guillaume.delon@heig-vd.ch, MALE, TIN, Professeur
EID_100385, Jones, Albert, (024) 777 297 198, albert.jones@heig-vd.ch, MALE, DEPG, Assistant
EID_100386, Dupont, Dylan, (024) 777 263 398, dylan.dupont@heig-vd.ch, MALE, TIN, Assistant
EID_100387, Jones, Dylan, (024) 777 667 638, dylan.jones@heig-vd.ch, MALE, EC, Administratif
EID_100388, Dupond, Cédric, (024) 777 553 310, cédric.dupond@heig-vd.ch, MALE, EC, Professeur
EID_100389, Durant, Charles, (024) 777 782 372, charles.durant@heig-vd.ch, MALE, DEPG, Administratif
EID_100390, Bauer, Carole, (024) 777 305 752, carole.bauer@heig-vd.ch, FEMALE, EC, Administratif
EID_100391, Belmondo, Georgette, (024) 777 132 509, georgette.belmondo@heig-vd.ch, FEMALE, TIN, Assistant
EID_100392, Dupont, Lucien, (024) 777 473 278, lucien.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_100393, Jones, Carole, (024) 777 243 777, carole.jones@heig-vd.ch, FEMALE, HEG, Administratif
EID_100394, Clément, Dorothé, (024) 777 413 297, dorothé.clément@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100395, Bauer, Brigitte, (024) 777 683 441, brigitte.bauer@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100396, Simpson, Marc, (024) 777 263 525, marc.simpson@heig-vd.ch, MALE, COMEM, Administratif
EID_100397, Belmondo, Christine, (024) 777 758 112, christine.belmondo@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100398, Simpson, Christine, (024) 777 448 527, christine.simpson@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100399, Dupond, Dylan, (024) 777 421 435, dylan.dupond@heig-vd.ch, MALE, TIC, Assistant
EID_100400, Jones, Julien, (024) 777 538 601, julien.jones@heig-vd.ch, MALE, COMEM, Assistant
EID_100401, Clément, Dylan, (024) 777 144 704, dylan.clément@heig-vd.ch, MALE, TIC, Etudiant
EID_100402, Bauer, Gilles, (024) 777 871 880, gilles.bauer@heig-vd.ch, MALE, COMEM, Etudiant
EID_100403, Delon, Edgar, (024) 777 499 596, edgar.delon@heig-vd.ch, MALE, COMEM, Assistant
EID_100404, Dupont, Fabrice, (024) 777 124 521, fabrice.dupont@heig-vd.ch, MALE, COMEM, Professeur
EID_100405, Clément, Brigitte, (024) 777 675 492, brigitte.clément@heig-vd.ch, FEMALE, TIN, Administratif
EID_100406, Simpson, Amélie, (024) 777 748 502, amélie.simpson@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100407, De Decker, Danièle, (024) 777 476 391, danièle.de decker@heig-vd.ch, FEMALE, COMEM, Professeur
EID_100408, Jones, Cédric, (024) 777 313 775, cédric.jones@heig-vd.ch, MALE, HEG, Professeur
EID_100409, Belmondo, Julien, (024) 777 243 189, julien.belmondo@heig-vd.ch, MALE, EC, Administratif
EID_100410, Bauer, Gilles, (024) 777 513 338, gilles.bauer@heig-vd.ch, MALE, TIN, Etudiant
EID_100411, Delon, Anne, (024) 777 213 260, anne.delon@heig-vd.ch, FEMALE, HEG, Administratif
EID_100412, Clément, Dorothé, (024) 777 172 334, dorothé.clément@heig-vd.ch, FEMALE, COMEM, Administratif
EID_100413, De Villiers, Henri, (024) 777 395 455, henri.de villiers@heig-vd.ch, MALE, EC, Etudiant
EID_100414, De Decker, Cédric, (024) 777 625 301, cédric.de decker@heig-vd.ch, MALE, COMEM, Etudiant
EID_100415, Simpson, Irène, (024) 777 256 145, irène.simpson@heig-vd.ch, FEMALE, DEPG, Assistant
EID_100416, Smith, Dorothé, (024) 777 503 701, dorothé.smith@heig-vd.ch, FEMALE, HEG, Professeur
EID_100417, Dupont, Julien, (024) 777 826 151, julien.dupont@heig-vd.ch, MALE, DEPG, Professeur
EID_100418, Bauer, Didier, (024) 777 549 637, didier.bauer@heig-vd.ch, MALE, COMEM, Professeur
EID_100419, Dupont, Evelyne, (024) 777 139 100, evelyne.dupont@heig-vd.ch, FEMALE, TIN, Professeur
EID_100420, Delon, Marc, (024) 777 184 410, marc.delon@heig-vd.ch, MALE, TIC, Administratif
EID_100421, Dupont, Carole, (024) 777 351 556, carole.dupont@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100422, Jones, Julien, (024) 777 120 708, julien.jones@heig-vd.ch, MALE, COMEM, Administratif
EID_100423, Bauer, Bernadette, (024) 777 492 597, bernadette.bauer@heig-vd.ch, FEMALE, DEPG, Professeur
EID_100424, De Villiers, Amélie, (024) 777 404 502, amélie.de villiers@heig-vd.ch, FEMALE, TIN, Assistant
EID_100425, De Decker, Evelyne, (024) 777 669 637, evelyne.de decker@heig-vd.ch, FEMALE, EC, Professeur
EID_100426, Dupont, Fabrice, (024) 777 195 764, fabrice.dupont@heig-vd.ch, MALE, DEPG, Assistant
EID_100427, De Villiers, Dylan, (024) 777 313 238, dylan.de villiers@heig-vd.ch, MALE, HEG, Professeur
EID_100428, Bauer, Jimmy, (024) 777 769 591, jimmy.bauer@heig-vd.ch, MALE, DEPG, Assistant
EID_100429, Jones, Bernadette, (024) 777 843 584, bernadette.jones@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100430, Marchand, Georgette, (024) 777 292 714, georgette.marchand@heig-vd.ch, FEMALE, DEPG, Administratif
EID_100431, Bauer, Guillaume, (024) 777 356 243, guillaume.bauer@heig-vd.ch, MALE, TIC, Etudiant
EID_100432, Dupond, Evelyne, (024) 777 582 799, evelyne.dupond@heig-vd.ch, FEMALE, EC, Assistant
EID_100433, Clément, Faustine, (024) 777 644 602, faustine.clément@heig-vd.ch, FEMALE, COMEM, Etudiant
EID_100434, Simpson, Cédric, (024) 777 887 196, cédric.simpson@heig-vd.ch, MALE, TIC, Professeur
EID_100435, Durant, Charles, (024) 777 598 283, charles.durant@heig-vd.ch, MALE, HEG, Etudiant
EID_100436, Delon, Aurore, (024) 777 641 309, aurore.delon@heig-vd.ch, FEMALE, EC, Assistant
EID_100437, Simpson, Georgette, (024) 777 463 446, georgette.simpson@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100438, Marchand, Bryan, (024) 777 390 256, bryan.marchand@heig-vd.ch, MALE, COMEM, Etudiant
EID_100439, Bauer, Albert, (024) 777 509 254, albert.bauer@heig-vd.ch, MALE, HEG, Etudiant
EID_100440, Smith, Dorothé, (024) 777 557 868, dorothé.smith@heig-vd.ch, FEMALE, HEG, Etudiant
EID_100441, Smith, Lucien, (024) 777 888 467, lucien.smith@heig-vd.ch, MALE, DEPG, Assistant
EID_100442, De Decker, Cédric, (024) 777 363 771, cédric.de decker@heig-vd.ch, MALE, HEG, Professeur
EID_100443, Dupont, Julien, (024) 777 204 151, julien.dupont@heig-vd.ch, MALE, TIC, Administratif
EID_100444, Jones, Marc, (024) 777 585 198, marc.jones@heig-vd.ch, MALE, COMEM, Professeur
EID_100445, De Decker, Anne, (024) 777 538 225, anne.de decker@heig-vd.ch, FEMALE, DEPG, Etudiant
EID_100446, Simpson, Christine, (024) 777 414 112, christine.simpson@heig-vd.ch, FEMALE, HEG, Assistant
EID_100447, Belmondo, Henri, (024) 777 854 156, henri.belmondo@heig-vd.ch, MALE, EC, Assistant
EID_100448, Clément, Dylan, (024) 777 561 619, dylan.clément@heig-vd.ch, MALE, EC, Etudiant
EID_100449, Dupont, Marc, (024) 777 884 325, marc.dupont@heig-vd.ch, MALE, TIN, Etudiant
EID_100450, De Decker, Brigitte, (024) 777 503 130, brigitte.de decker@heig-vd.ch, FEMALE, TIC, Administratif
EID_100451, Dupont, Fabien, (024) 777 460 566, fabien.dupont@heig-vd.ch, MALE, HEG, Etudiant
EID_100452, Dupond, Fabienne, (024) 777 106 756, fabienne.dupond@heig-vd.ch, FEMALE, COMEM, Assistant
EID_100453, Smith, Dorothé, (024) 777 247 391, dorothé.smith@heig-vd.ch, FEMALE, EC, Assistant
EID_100454, Clément, Emilie, (024) 777 248 236, emilie.clément@heig-vd.ch, FEMALE, HEG, Professeur
